Geo_ID,Midblock,Year,All_Motorized_Vehicles_AADT_24_,X,Y,Lat,Long,ObjectId
__3ZA3M5,TRIM RD btwn HENN DR & NAVAN RD (__3ZA3M5),2022,3073,388607.3015,5032253.518,45.425194,-75.42903,1
__3ZA1D8,TRIM RD btwn NAVAN RD & WALL RD (__3ZA1D8),2022,5892,388094.0862,5033522.439,45.436672,-75.435372,2
__3ZA5N6,EDEN AVE btwn LINCOLN AVE & RICHMOND RD (__3ZA5N6),2022,167,363356.5137,5028302.958,45.392218,-75.752144,3
__3ZAAT1,PARKGLEN DR btwn ANDOVER PL & PARKGLEN CRT (__3ZAAT1),2022,773,363153.4796,5023246.708,45.346739,-75.755334,4
__3ZA538,BENLEA DR btwn KIDGROVE GDN & WOODFIELD DR (__3ZA538),2022,612,363819.6358,5021718.338,45.332931,-75.747016,5
__3ZA4A4,EDGEWOOD AVE btwn LINCOLN AVE & RICHMOND RD (__3ZA4A4),2022,279,363421.1471,5028338.911,45.392536,-75.751314,6
__3ZA4A3,LINCOLN AVE btwn EDEN AVE & END (__3ZA4A3),2022,164,363331.1906,5028222.55,45.391496,-75.752477,7
__3ZAAUZ,WITHROW AVE btwn RUTHERFORD ST & SUFFOLK ST (__3ZAAUZ),2022,550,363493.5251,5023565.901,45.349583,-75.750957,8
__3ZA36T,RIVERSIDE DR btwn BAYPORT PRIV & MOONEY'S BAY PL (__3ZA36T),2022,23510,368334.3798,5025380.891,45.365492,-75.688951,9
__3ZAAV4,CHESTERTON DR btwn MULVAGH AVE & SOUTHVIEW CRES (__3ZAAV4),2022,3997,365246.6724,5023884.479,45.3523,-75.728547,10
__3ZA57I,KATHLEEN CRES btwn AMY ST & RANDALL JAMES DR (__3ZA57I),2022,457,351237.6295,5014429.625,45.268291,-75.908213,11
__3ZA5UX,LONGLEAF DR btwn GLADEWOODS PL & PINEGLADE CRES (__3ZA5UX),2022,2049,380626.0903,5033980.066,45.441639,-75.53074,12
__3ZA8XS,CRICHTON ST btwn DUFFERIN RD & KEEFER ST (__3ZA8XS),2022,1731,368582.2025,5033679.597,45.440138,-75.684715,13
__3ZBN6N,PICCADILLY AVE btwn BASSETT LANE & PERTHSHIRE PRIV (__3ZBN6N),2022,326,364285.0995,5028766.075,45.396307,-75.74023,14
__3ZAAIU,ARMSTRONG ST btwn GARLAND ST & MERTON ST (__3ZAAIU),2022,1051,365518.294,5029776.134,45.405289,-75.724356,15
__3ZAAJK,LADOUCEUR ST btwn GARLAND ST & MERTON ST (__3ZAAJK),2022,260,365469.6511,5029836.706,45.405838,-75.72497,16
__3ZA9H9,PLEASANT PARK RD btwn CABOT ST & RIVERSIDE DR (__3ZA9H9),2022,3665,369623.0713,5028417.652,45.392698,-75.672103,17
__3ZA0G2,ARMSTRONG ST btwn HINCHEY AVE & PARKDALE AVE (__3ZA0G2),2022,1686,365164.7078,5029435.399,45.402254,-75.728914,18
__7NLO9P,MAYFAIR AVE btwn DALKEITH PRIV & WELLINGTON ST W (__7NLO9P),2022,209,364329.1906,5028890.864,45.397426,-75.739652,19
__3ZA9WG,REVELSTOKE DR btwn KAMLOOPS AVE & RIVERSIDE DR (__3ZA9WG),2022,757,368108.7563,5024382.463,45.356529,-75.691959,20
__3ZA9DR,KAMLOOPS AVE btwn DOROTHEA DR & REVELSTOKE DR (__3ZA9DR),2022,346,367979.434,5024251.535,45.355362,-75.693626,21
__3ZA9GR,SOUTHMORE DR    E btwn LINTON RD & THORNDALE DR (__3ZA9GR),2022,575,369791.2211,5025198.023,45.363713,-75.67038,22
__3ZACJZ,MARTIN ST btwn COCKBURN ST & KING ST (__3ZACJZ),2022,232,357295.1176,5006197.348,45.193789,-75.831891,23
__4V3I6X,AQUAVIEW DR btwn CLERMONT CRES & CLERMONT CRES (__4V3I6X),2022,1113,385491.1277,5035937.97,45.45871,-75.46824,24
__3ZAYG3,PORTOBELLO BLVD btwn CHAREST WAY & SCALA AVE (__3ZAYG3),2022,4272,385612.3118,5036493.954,45.463698,-75.4666,25
__8XI21B,STORMWIND AVE btwn PORTOBELLO BLVD & TERRAPIN TERR (__8XI21B),2022,1712,385796.5515,5035112.848,45.451251,-75.464472,26
__8IAXFZ,PORTOBELLO BLVD btwn SUMMER DAYS WALK/STORMWIND AVE & SUMMER SKY ST (__8IAXFZ),2022,817,385942.0625,5035039.197,45.450572,-75.462624,27
__4LKB1C,SCALA AVE btwn MELETTE CRES & MELETTE CRES (__4LKB1C),2022,953,385517.522,5036333.592,45.462267,-75.467838,28
__4LK0RA,SCALA AVE btwn NEWCARLISLE CRES & SWALLOWTAIL CRES (__4LK0RA),2022,1286,385968.6098,5036594.862,45.464565,-75.462028,29
__5Z1RRW,LAKERIDGE DR btwn BRANTHAVEN ST & GOLDENBROOK WAY (__5Z1RRW),2022,734,384982.4421,5034724.728,45.447853,-75.474941,30
__3ZACEX,PORTOBELLO BLVD btwn AQUAVIEW DR & CAPREOL ST (__3ZACEX),2022,2883,385675.4177,5035833.91,45.457753,-75.465901,31
__3ZACEQ,NANTES ST btwn BEROT LANE & BRIANNA WAY (__3ZACEQ),2022,881,385938.0819,5036000.306,45.459219,-75.462516,32
__4V7SWX,MILLENNIUM BLVD btwn END & TRIM RD (__4V7SWX),2022,1090,387015.8368,5036800.946,45.466297,-75.448604,33
__3ZAAIK,KEYWORTH AVE btwn CLEARVIEW AVE & PONTIAC ST (__3ZAAIK),2022,167,363737.9276,5029641.959,45.404234,-75.747113,34
__3ZA0RW,COLDREY AVE btwn KENZIE ST & MERIVALE RD (__3ZA0RW),2022,1114,364705.1012,5027284.799,45.382942,-75.735046,35
__3ZA0YS,JAVA ST btwn CLARENDON AVE & MAYFAIR AVE (__3ZA0YS),2022,178,364586.6955,5028579.553,45.394603,-75.736401,36
__3ZA4QN,GLADSTONE AVE btwn BEVERLEY AVE & PARKDALE AVE (__3ZA4QN),2022,4641,365301.4286,5029156.003,45.399728,-75.727202,37
__3ZA07T,SWITZER AVE btwn END & KIRKWOOD AVE (__3ZA07T),2022,127,364140.1946,5027546.044,45.385341,-75.742227,38
__3ZA0K8,IONA ST btwn CLARENDON AVE & MAYFAIR AVE (__3ZA0K8),2022,384,364618.6955,5028506.053,45.393938,-75.736001,39
__3ZA4PK,PARKDALE AVE btwn HWY417 IC122 RAMP51 & SHERWOOD DR (__3ZA4PK),2022,9806,365358.6989,5028795.555,45.39648,-75.726515,40
__3ZA01L,HARMER AVE   N btwn JAVA ST & KENORA ST (__3ZA01L),2022,657,364916.697,5028767.055,45.396261,-75.732163,41
__3ZA0OU,COLDREY AVE btwn KIRKWOOD AVE & LAPERRIERE AVE (__3ZA0OU),2022,896,364276.4382,5027018.196,45.38058,-75.740551,42
__3ZA4PY,HOLLAND AVE btwn BYRON AVE & WELLINGTON ST W (__3ZA4PY),2022,7068,364972.197,5029056.057,45.398857,-75.731419,43
__3ZAZV9,VARENNES BLVD btwn COMO CRES & SHEENBORO CRES (__3ZAZV9),2022,2991,385030.1624,5038104.991,45.47826,-75.47378,44
__3ZA5UM,PRINCESS LOUISE DR btwn DEANCOURT CRES & HANCOCK CRES (1) (__3ZA5UM),2022,3579,384070.1041,5038225.727,45.479456,-75.486038,45
__3ZA6XA,MERKLEY DR btwn APOLLO WAY & WILKIE DR (__3ZA6XA),2022,2455,383849.7559,5037464.572,45.472633,-75.488979,46
__3ZA6B0,WILKIE DR btwn CAMINITI CRES & CAMINITI CRES (__3ZA6B0),2022,459,384346.2581,5037530.57,45.47317,-75.482619,47
__3ZAZ61,TEMPO ST btwn DUPLANTE AVE & LAUNAY AVE (__3ZAZ61),2022,934,385080.4719,5038335.284,45.480326,-75.473099,48
__3ZA1VQ,DEANCOURT CRES btwn BRIARFIELD CRES & PRINCESS LOUISE DR (1) (__3ZA1VQ),2022,704,383962.305,5038216.92,45.479389,-75.487418,49
__58PEVH,PROVENCE AVE btwn BALLANTYNE DR & MULDER AVE (__58PEVH),2022,2456,386073.8596,5037209.62,45.470084,-75.46058,50
__3ZA5UA,NORTHLANDS DR btwn SACRAMENTO DR & SUNLAND DR (__3ZA5UA),2022,1908,384864.3769,5037159.392,45.469771,-75.476054,51
__3ZA5ST,GARDENWAY DR btwn LATOUR CRES & OAKLAWN CRES (__3ZA5ST),2022,2287,384063.7595,5036728.565,45.465987,-75.486361,52
__3ZA189,PORTOBELLO BLVD btwn GARDENWAY DR & VALIN ST (__3ZA189),2022,6404,385322.6502,5037500.298,45.472786,-75.470138,53
__3ZA0RC,ADMIRAL AVE btwn ANNA AVE & CRERAR AVE (__3ZA0RC),2022,410,365143.944,5027390.568,45.383856,-75.729429,54
__3ZAALI,INVERNESS AVE btwn GOODWIN AVE & NORMANDY CRES (__3ZAALI),2022,741,366483.2235,5024633.966,45.358937,-75.712673,55
__3ZA0RU,ANNA AVE btwn ADMIRAL AVE & MARSHALL AVE (__3ZA0RU),2022,757,365067.7713,5027213.825,45.382273,-75.730424,56
__3ZA36P,PRINCE OF WALES DR btwn FALAISE RD (1) & NORMANDY CRES (__3ZA36P),2022,13135,367481.0712,5024728.216,45.359696,-75.699926,57
__3ZAAP9,CORAL AVE btwn BARLYN AVE & TWIN TER (__3ZAAP9),2022,308,365773.7019,5025432.025,45.366179,-75.72163,58
__3ZAAQW,ARNOT RD btwn DYNES RD & FISHER AVE (__3ZAAQW),2022,225,366450.7062,5025585.733,45.367503,-75.712969,59
__3ZA0CP,FALAISE RD btwn CLAYMOR AVE & SENIO AVE (__3ZA0CP),2022,966,367294.2101,5024850.521,45.360813,-75.702295,60
__3ZAAPL,BARLYN AVE btwn CORAL AVE & HILLIARD AVE (__3ZAAPL),2022,548,365864.2025,5025363.525,45.365555,-75.720483,61
__3ZA30SA,FISHER AVE btwn 220 S OF TRENT ST & TRENT ST (__3ZA30SA),2022,13624,365828.1301,5026827.014,45.378726,-75.720763,62
__3ZA0Y1,HILSON AVE btwn LYMAN ST & MULVIHILL AVE (__3ZA0Y1),2022,556,363927.408,5028580.583,45.394668,-75.74482,63
__3ZA9HB,HOPEWELL AVE btwn BANK ST & GROSVENOR AVE (__3ZA9HB),2022,543,368674.2822,5028449.812,45.393074,-75.684216,64
__3ZA93M,LYON ST    S btwn FIRST AVE & GLEBE AVE (__3ZA93M),2022,813,368033.2085,5029611.061,45.403581,-75.692254,65
__3ZA9IW,SUNNYSIDE AVE btwn BANK ST & GROSVENOR AVE (__3ZA9IW),2022,2582,368637.9722,5028521.81,45.393725,-75.68467,66
__3ZA3NY,BANK ST btwn GROVE AVE & OSSINGTON AVE (__3ZA3NY),2022,9047,368869.214,5028346.549,45.392127,-75.68174,67
__3ZA3N4,BANK ST btwn HOPEWELL AVE & SUNNYSIDE AVE (__3ZA3N4),2022,8474,368751.7129,5028542.55,45.393902,-75.683215,68
__3ZA314,BOOTH ST btwn BALSAM ST & GLADSTONE AVE (__3ZA314),2022,6085,366755.703,5029880.564,45.40612,-75.708537,69
__3ZBN60,O'CONNOR ST btwn FIRST AVE & GLEBE AVE (__3ZBN60),2022,2133,368530.7101,5029909.562,45.406222,-75.685861,70
__3ZA95N,FIRST AVE btwn O'CONNOR ST & QUEEN ELIZABETH DRWY (__3ZA95N),2022,430,368689.7512,5029949.693,45.406568,-75.683824,71
__3ZA91G,FIRST AVE btwn CHRYSLER ST & PERCY ST (__3ZA91G),2022,815,367719.4891,5029373.428,45.401471,-75.696291,72
__3ZA1DW,ORLEANS BLVD btwn BROKEN OAK DR & ST. LOUIS DR (__3ZA1DW),2022,4396,379819.5317,5038354.374,45.481083,-75.540381,73
__3ZA7JC,DECARIE DR btwn CHATEAU CRES & JEANNE D'ARC BLVD N (__3ZA7JC),2022,1090,380852.8846,5038580.302,45.483004,-75.52713,74
__3ZA6BI,JEANNE D'ARC BLVD  N btwn ORLEANS BLVD & PADDLER WAY (__3ZA6BI),2022,6765,379710.3026,5038017.383,45.478063,-75.541829,75
__3ZBN6F,FIFTH AVE btwn MONK ST & RALPH ST (__3ZBN6F),2022,1707,368252.1072,5029310.459,45.400856,-75.689496,76
__3ZA68O,FORTUNE DR btwn ST. MORITZ CRT & VINEYARD DR (__3ZA68O),2022,1886,379319.4838,5037402.034,45.472568,-75.546921,77
__3ZA7KG,JEANNE D'ARC BLVD btwn CATTAIL WAY & LAWNSBERRY DR (__3ZA7KG),2022,20244,381825.6383,5039027.343,45.486919,-75.514618,78
__3ZA68Y,VOYAGEUR DR btwn DRIFTWOOD CRES E & VINEYARD DR (__3ZA68Y),2022,1857,378811.9005,5037516.69,45.473654,-75.553394,79
__3ZA0VQ,CAMBRIDGE ST    N btwn CHRISTIE ST & GLADSTONE AVE (__3ZA0VQ),2022,447,367023.663,5030137.108,45.408405,-75.705082,80
__3ZA977,ARLINGTON AVE btwn BANK ST & KENT ST (__3ZA977),2022,3191,367939.4211,5030300.151,45.40979,-75.693363,81
__3ZA7JA,BILBERRY DR btwn DU BOIS AVE N & JEANNE D'ARC BLVD N (__3ZA7JA),2022,1841,381196.7565,5038573.544,45.482906,-75.522732,82
__3ZA3PQ,CATHERINE ST btwn BANK ST & KENT ST (__3ZA3PQ),2022,5278,367973.8598,5030228.909,45.409146,-75.692932,83
__3ZA3PP,KENT ST btwn ARLINGTON AVE & CATHERINE ST (__3ZA3PP),2022,7697,367888.2071,5030223.065,45.409101,-75.694027,84
__3ZA80L,PERCY ST btwn FLORENCE ST & JAMES ST (__3ZA80L),2022,1102,367267.2045,5030313.067,45.409966,-75.701949,85
__3ZA96X,ECHO DR btwn GRAHAM AVE & HAZEL ST (__3ZA96X),2022,407,368928.8401,5030285.416,45.409567,-75.680726,86
__3ZBOFH,MANN AVE btwn RUSSELL AVE & TURN LANE (__3ZBOFH),2022,5079,369356.6316,5031434.95,45.419871,-75.675111,87
__3ZA7BF,YORK ST btwn BEAUSOLEIL DR & END (__3ZA7BF),2022,273,368707.7148,5032816.444,45.432361,-75.683223,88
__3ZA5L3,BUCKLAND RD btwn ROCKDALE RD & ST. JULIE ST (__3ZA5L3),2022,347,394646.5785,5024598.303,45.355572,-75.353263,89
__3ZABYR,REGINA ST btwn CROYDON AVE & DON ST (__3ZABYR),2022,2072,360366.7316,5025360.174,45.365982,-75.790656,90
__4TZO67,LANARK AVE btwn BEECHGROVE AVE & BRIARWAY PRIV (__4TZO67),2022,1649,363259.9872,5028974.614,45.398269,-75.753297,91
__3ZBOMS,GLOUCESTER ST btwn BAY ST & PERCY ST (__3ZBOMS),2022,1030,367007.7683,5030896.628,45.41524,-75.705189,92
__3ZA7Y6,CLOVELLY RD btwn DONOVAN CRT & MONTREAL RD (__3ZA7Y6),2022,294,374237.5025,5034471.601,45.446726,-75.612323,93
__3ZA4Z7C,MOODIE DR (__3ZA4Z7C),2022,6487,356204.651,5023167.502,45.34657,-75.844012,94
__3ZA2S4,MARIONVILLE RD btwn BISSON RD(NORTH DUNDAS TWP) & GREGOIRE RD (__3ZA2S4),2022,620,394373.3303,5004990.77,45.179198,-75.360286,95
__3ZA1RT,FELLOWS RD btwn DRURY LANE & WESTBURY RD (__3ZA1RT),2022,483,362105.2112,5023872.7,45.352458,-75.768638,96
__3ZAZLS,STONEHAVEN DR btwn GRASSY PLAINS DR & SUMMITVIEW DR (__3ZAZLS),2022,483,356368.1601,5015865.893,45.280857,-75.842686,97
__3ZA27S,REGIONAL ROAD 174 btwn CANAAN RD & MCTEER RD (__3ZA27S),2022,3973,395355.395,5043264.422,45.523415,-75.340784,98
__3ZAZ7I,ASHLEY CARDILL LANE btwn DONWEL DR & SHAUNA CRES (__3ZAZ7I),2022,710,378945.9826,5013196.542,45.254821,-75.555329,99
__7NHFJC,RIVER RUN AVE btwn HALF MOON BAY & PARK GLADE WAY (__7NHFJC),2022,2169,364465.0262,5013063.232,45.254998,-75.739824,100
__3ZBOPO,BROADVIEW AVE btwn TILLBURY AVE & WELLESLEY AVE (__3ZBOPO),2022,3828,363106.1901,5026817.037,45.378869,-75.755516,101
__3ZA9P5,CLEMENTINE BLVD btwn APOLYDOR AVE & GUERTIN AVE (__3ZA9P5),2022,1703,369488.2181,5027157.039,45.381368,-75.673991,102
__3ZBOU4,DOW'S LAKE RD btwn CRESCENT HGTS & MADAWASKA DR (__3ZBOU4),2022,725,367369.4978,5028919.3,45.397416,-75.700819,103
__3ZA9KU,LAKESIDE AVE btwn BRONSON AVE & QUEEN ELIZABETH DRWY (__3ZA9KU),2022,1032,367555.1205,5028775.924,45.39611,-75.698466,104
__3ZA9LE,MADAWASKA DR btwn BRONSON AVE & DOW'S LAKE RD (__3ZA9LE),2022,654,367480.7297,5028998.239,45.398117,-75.699388,105
__3ZA9M0,KIPPEWA DR btwn BRONSON AVE & DOW'S LAKE RD (__3ZA9M0),2022,296,367418.2901,5029088.936,45.398938,-75.700174,106
__3ZA0TC,CLOVER ST btwn GREGG ST & HERON RD (__3ZA0TC),2022,710,369302.2176,5026667.535,45.37698,-75.67643,107
__3ZA0TA,JUNCTION AVE btwn GREGG ST & HERON RD (__3ZA0TA),2022,443,369227.9891,5026657.728,45.376899,-75.677379,108
__3ZBOUA,BELANGER AVE btwn BANK ST & CLEMENTINE BLVD (__3ZBOUA),2022,1560,369559.9385,5027414.011,45.383673,-75.673041,109
__3ZA86B,GILLES ST btwn RICHARD AVE & SECORD AVE (__3ZA86B),2022,236,369722.7189,5026943.537,45.379425,-75.671025,110
__3ZA873,ROCKINGHAM AVE btwn BANK ST & CLEMENTINE BLVD (__3ZA873),2022,608,369599.1341,5027301.092,45.382653,-75.672556,111
__3ZA9XD,TRAVERSE DR btwn NEEDHAM CRES & YARMOUTH CRES (__3ZA9XD),2022,294,369827.7206,5026059.03,45.371457,-75.669801,112
__3ZBORU,BROOKFIELD RD btwn CLEMENTINE BLVD & HUNTLEY AVE (__3ZBORU),2022,601,369531.5627,5026373.671,45.374315,-75.67354,113
__3ZA9YR,KALADAR AVE btwn BROOKFIELD RD & GREGG ST (__3ZA9YR),2022,2692,369716.9802,5026541.066,45.375804,-75.671151,114
__3ZA0T1,CLEMENTINE BLVD btwn BROOKFIELD RD & GREGG ST (__3ZA0T1),2022,455,369560.2189,5026485.033,45.375314,-75.67316,115
__3ZA4NP,WOODROFFE AVE btwn ANTHONY AVE & SAVILLE ROW (__3ZA4NP),2022,11133,361724.6836,5026317.032,45.374483,-75.773212,116
__3ZA3GY,MAITLAND AVE btwn HWY417 IC126 RAMP52 & HWY417 IC126 RAMP63 (__3ZA3GY),2022,21478,363185.8234,5025880.913,45.370439,-75.75461,117
__3ZAZYB,GREENBANK RD btwn HWY417 IC129 RAMP35 & PINECREST RD (__3ZAZYB),2022,21393,360459.6751,5023498.007,45.349219,-75.78968,118
__3ZA7DN,CATHCART ST btwn CUMBERLAND ST & DALHOUSIE ST (__3ZA7DN),2022,429,367866.2019,5032984.592,45.43395,-75.693955,119
__3ZA7O6,EASTVALE DR btwn BICKERTON AVE & KENDER AVE (__3ZA7O6),2022,1612,375586.677,5035600.431,45.456747,-75.594915,120
__3ZA79E,NASKAPI DR btwn LUDGATE CRT & MARQUIS AVE (__3ZA79E),2022,1190,375013.7241,5034750.59,45.449158,-75.602362,121
__3ZA7JS,MEADOWBROOK RD btwn CEDARCROFT CRES & CEDARCROFT CRES (__3ZA7JS),2022,2449,374376.1626,5031964.257,45.424152,-75.610905,122
__3ZA9YT,CEDARWOOD DR btwn BAYCREST DR & WALKLEY RD (__3ZA9YT),2022,2503,371122.0136,5026636.58,45.376532,-75.653201,123
__3ZA2P0,BRANT ST btwn BRANT ST & MCARTHUR AVE (__3ZA2P0),2022,1494,371277.4091,5032699.393,45.431068,-75.6504,124
__3ZA9KH,BRISTOL AVE btwn BELMONT AVE & FENTIMAN AVE (__3ZA9KH),2022,289,369331.3,5028745.719,45.395676,-75.675787,125
__3ZA9DP,MCCARTHY RD btwn PLANTE DR & SOUTHMORE DR W (__3ZA9DP),2022,6620,369583.5297,5024522.652,45.357655,-75.673119,126
__3ZA0IW,IONA ST btwn HILSON AVE & KIRKWOOD AVE (__3ZA0IW),2022,1237,364044.3285,5028168.805,45.390953,-75.743376,127
__3ZAASV,VIEWMOUNT DR btwn OAKRIDGE BLVD & PALSEN ST (__3ZAASV),2022,3236,363812.1929,5022972.004,45.344212,-75.746962,128
__3ZA0IT,HILSON AVE btwn CLARE ST & IONA ST (__3ZA0IT),2022,719,364132.8659,5028109.521,45.390412,-75.742253,129
__3ZBOOP,CLARE ST btwn BROADHEAD AVE & WESTHAVEN CRES (__3ZBOOP),2022,2529,363915.538,5027910.595,45.38864,-75.745052,130
__3ZA0J5,TWEEDSMUIR AVE (__3ZA0J5),2022,941,363539.2807,5028440.827,45.393443,-75.749794,131
__3ZA1WW,TWEEDSMUIR AVE (__3ZA1WW),2022,931,363576.5155,5028352.686,45.392647,-75.749329,132
__3ZA4LO,RICHMOND RD btwn HWY417 IC130 RAMP26 & HWY417 IC130 RAMP35 (__3ZA4LO),2022,19624,359224.467,5023109.071,45.345817,-75.805485,133
__3ZA45I,DOW ST btwn OLD CARRIAGE CRT & OLD CARRIAGE CRT (__3ZA45I),2022,440,385174.2989,5011325.919,45.237306,-75.476291,134
__3ZA45J,DOW ST btwn ANDREW SIMPSON DR & OLD CARRIAGE CRT (__3ZA45J),2022,253,385074.3051,5011485.54,45.238754,-75.477538,135
__3ZAAYL,TIVERTON DR btwn BELIVEAU ST & KILMORY CRES (__3ZAAYL),2022,614,365598.9526,5024425.889,45.357142,-75.723985,136
__3ZA2KC,TROJAN AVE btwn DAN AVE & GARDENVALE RD (__3ZA2KC),2022,149,372283.2185,5032924.082,45.432993,-75.637516,137
__3ZBO2I,BORTHWICK AVE btwn BURN ST & GARDENVALE RD (__3ZBO2I),2022,166,372298.2181,5033114.084,45.434701,-75.637298,138
__3ZA37Y,WALKLEY RD btwn THORNDALE DR & WEXFORD WAY (__3ZA37Y),2022,12456,369404.7189,5025397.025,45.365539,-75.675287,139
__3ZA37W,WALKLEY RD btwn MCCARTHY RD & SPRINGLAND DR (__3ZA37W),2022,12670,368990.2102,5025134.161,45.363212,-75.680612,140
__3ZA371,WALKLEY RD btwn AIRPORT PKWY & SOUTHMORE DR E (__3ZA371),2022,16016,369773.7206,5025613.027,45.367449,-75.670549,141
__3ZA9G6,PROVOST DR btwn MARCEL ST & THORNDALE DR (__3ZA9G6),2022,400,369485.3924,5025276.415,45.364447,-75.674273,142
__3ZA9G0,THORNDALE DR btwn PROVOST DR & WALKLEY RD (__3ZA9G0),2022,549,369494.2195,5025361.525,45.365212,-75.674149,143
__3ZA9F5,SOUTHMORE DR    E btwn LINTON RD & WELLAND ST (__3ZA9F5),2022,479,369728.2237,5025004.545,45.361978,-75.671209,144
__3ZA5UT,SUNSET BLVD btwn OLD PRESCOTT RD & TRANQUIL GT (__3ZA5UT),2022,174,376910.1016,5015268.578,45.273676,-75.580963,145
__42HS4T,VALIN ST btwn LUESBY CRES & PROVENCE AVE (__42HS4T),2022,2988,386160.4443,5037377.35,45.471583,-75.459445,146
__49PV5N,HALTON TER btwn DUNOLLIE CRES & PENRITH ST (__49PV5N),2022,1721,348568.6244,5024018.015,45.354741,-75.941377,147
__3ZA34U,ELGIN ST btwn GILMOUR ST & LEWIS ST (__3ZA34U),2022,8116,368264.7071,5031036.073,45.416382,-75.689113,148
__3ZA6V8,SPRINGHILL RD btwn 8TH LINE RD & 9TH LINE RD (__3ZA6V8),2022,342,387787.3053,5007871.296,45.205921,-75.443591,149
__3ZAB3X,DESMOND AVE btwn BRACO ST & CARBROOKE ST (__3ZAB3X),2022,760,353404.9128,5018047.89,45.300703,-75.880241,150
__3ZA0OH,LAPERRIERE AVE btwn COLDREY AVE & LARKIN ST (__3ZA0OH),2022,6242,364272.6951,5026804.537,45.378658,-75.740625,151
__3ZBO82,MEADOWBREEZE DR btwn FERNBROOK PL & WHEATLAND AVE (__3ZBO82),2022,1160,355459.3653,5015206.13,45.274987,-75.854336,152
__3ZAADJ,SAVILLE ROW btwn NEEPAWA AVE & PRINCE CHARLES RD (__3ZAADJ),2022,2572,362060.1849,5026453.533,45.375684,-75.768913,153
__3ZAACD,SAVILLE ROW btwn HAYMARKET ST & NEEPAWA AVE (__3ZAACD),2022,1969,362044.1849,5026375.533,45.374983,-75.769127,154
