Geo_ID,Midblock,Year,All_Motorized_Vehicles_AADT_24_,X,Y,Lat,Long,ObjectId
__3ZA9KM,BROADWAY AVE btwn FINDLAY AVE & TORRINGTON PL (__3ZA9KM),2022,1229,367888.4044,5028698.002,45.395379,-75.69422,155
__3ZA9M5,FIFTH AVE btwn CHRYSLER ST & PERCY ST (__3ZA9M5),2022,2265,367886.2085,5029094.556,45.398947,-75.694197,156
__3ZA79F,ROTHWELL DR btwn NASKAPI DR & WICK CRES (__3ZA79F),2022,734,374654.4769,5034819.287,45.449812,-75.606944,157
__3ATNV8,LEIKIN DR btwn ESCADE DR & ROSETTA AVE (__3ATNV8),2022,1698,366817.0764,5016734.319,45.287827,-75.709402,158
__3ZA162,HARRY DOUGLAS DR btwn IBER RD & QUARTZ CRES (__3ZA162),2022,1196,351567.0183,5015117.213,45.274456,-75.903951,159
__77AX1J,BIRCHLAND CRES btwn BIRCHLAND CRES & WEST RIDGE DR (__77AX1J),2022,631,349727.3439,5012294.38,45.249175,-75.927651,160
__5RG4JY,FLEWELLYN RD btwn CONLEY RD & NO NAME (__5RG4JY),2022,2408,350559.8367,5010002.283,45.228497,-75.917257,161
__3ZAAPU,TARA DR btwn MAITLAND AVE & WOODSIDE DR (__3ZAAPU),2022,499,363450.8617,5025343.593,45.365582,-75.751291,162
__3ZA5A7,RIDEAUCREST DR btwn MARKLAND CRES & NEWBOROUGH CRES (__3ZA5A7),2022,1859,366239.5868,5016534.231,45.286078,-75.716788,163
__3ZBORR,ANOKA ST btwn BANK ST & EDGE HILL PL (__3ZBORR),2022,213,370139.7215,5026787.535,45.377982,-75.665722,164
__3ZAA44,LEXINGTON ST btwn GRIFFITH WAY & HUDSON AVE (__3ZAA44),2022,122,366626.2427,5025835.621,45.369736,-75.710697,165
__3ZABC3,ABBOTT ST    W btwn JONATHAN PACK ST & STITT ST (__3ZABC3),2022,2137,349820.0811,5012946.919,45.255041,-75.926411,166
__7OBPY7,OVERBERG WAY btwn ARRITA ST & Continuation of OVERBERG WAY (__7OBPY7),2022,163,,,,,167
__3ZA3IJ,FALLOWFIELD RD btwn HOLITMAN DR & WOLFGANG DR (__3ZA3IJ),2022,18550,363574.6864,5017038.952,45.290847,-75.750696,168
__8AO8TE,BRIDGEPORT AVE btwn ALABASTER HTS  & CONCH WAY (__8AO8TE),2022,1508,,,,,169
__3ZA9F6,FIELDING DR btwn COWAN CRES & COWAN CRES (__3ZA9F6),2022,969,369257.2189,5024974.022,45.361747,-75.677225,170
__827GEQ,TAPADERO AVE btwn CAVESSON ST & EQUINE WAY (__827GEQ),2022,863,353097.4789,5015098.176,45.274181,-75.884448,171
__3ZBOIH,DUMAURIER AVE btwn ALENMEDE CRES & RAMSEY CRES (__3ZBOIH),2022,1910,360018.6659,5023270.758,45.347209,-75.795333,172
__3ZACHJ,CASTLEFRANK RD btwn CASTLE GLEN CRES & TERRY FOX DR (__3ZACHJ),2022,4358,353040.34,5016339.895,45.285359,-75.885055,173
__3ZACOC,CONDUCTOR AVE btwn BEVERLY ST & HOBIN ST (__3ZACOC),2022,103,349494.4029,5013693.62,45.261781,-75.930493,174
e___2HNH,KELLY FARM DR btwn BARRETT FARM DR & TROLLIUS WAY (e___2HNH),2022,3465,,,,,175
__3ZBOC1,FOURTH LINE RD btwn PHELAN RD W & POLLOCK RD (__3ZBOC1),2022,1549,364670.2144,5001327.793,45.149384,-75.73862,176
__4OEHEX,SCAMPTON DR btwn PORTADOWN CRES & PORTADOWN CRES (__4OEHEX),2022,280,348452.9825,5023428.847,45.349447,-75.942905,177
__3ZA92Z,THIRD AVE btwn BANK ST & LYON ST S (__3ZA92Z),2022,1194,368237.2096,5029492.559,45.402496,-75.689663,178
__3ZAAV6,CHESTERTON DR btwn SOUTHVIEW CRES & SOUTHVIEW CRES (__3ZAAV6),2022,3189,365383.1995,5023851.528,45.351992,-75.726809,179
__3ZBPKC,KLONDIKE RD btwn ROY ERRINGTON WAY & WALLSEND AVE (__3ZBPKC),2022,1955,348463.2074,5023319.311,45.348461,-75.942784,180
__3ZA5TS,BEAUREGARD CRES btwn MONTCREST DR & MONTCREST DR (__3ZA5TS),2022,148,384589.4155,5038584.291,45.482623,-75.479339,181
__3ZBPKS,HENN DR btwn LOEPER ST & LOEPER ST (__3ZBPKS),2022,300,389057.2289,5032100.394,45.423763,-75.423307,182
e___2HYB,MALAHAT WAY btwn ABBOTT ST    E & EGO TERR (e___2HYB),2022,247,352499.8027,5015964.286,45.282016,-75.891981,183
__54M2Q9,FLETCHER CIRC btwn KEYROCK DR & TORBEC AVE (__54M2Q9),2022,594,349541.0147,5020124.598,45.319646,-75.929319,184
__3ZA3YNA,TENTH LINE RD (__3ZA3YNA),2022,21317,383441.4139,5037361.469,45.471751,-75.494217,185
__3ZA66E,LUMBERMAN WAY btwn BONAVENTURE TER & CALUMET LANE (__3ZA66E),2022,1034,380363.5197,5037084.191,45.469596,-75.533619,186
__3ZA2IV,WHALINGS CIRC (__3ZA2IV),2022,688,348645.0735,5013622.928,45.261198,-75.941321,187
__3ZA1YM,MCCURDY DR btwn PATCH WAY & SICARD WAY (__3ZA1YM),2022,1031,351963.907,5017828.534,45.298827,-75.898635,188
__3ZA0VB,ECCLES ST btwn BOOTH ST & ROCHESTER ST (__3ZA0VB),2022,337,366567.7019,5030162.066,45.40867,-75.710903,189
__3ZA32D,BOOTH ST btwn ELM ST & SPRUCE ST (__3ZA32D),2022,4433,366544.7019,5030362.068,45.410471,-75.711172,190
__3ZA05G,FAIRMONT AVE btwn DUHAMEL ST & GLADSTONE AVE (__3ZA05G),2022,1289,365701.6995,5029422.56,45.402092,-75.722057,191
__3ZA93F,PERCY ST btwn GLENDALE AVE & RENFREW AVE (__3ZA93F),2022,1019,367604.2071,5029748.562,45.404857,-75.697716,192
__3ZA02S,LANARK AVE btwn BEECHGROVE AVE & CHURCHILL AVE N (__3ZA02S),2022,1503,363073.8457,5028869.346,45.397338,-75.755687,193
__5GN1JO,STATEWOOD DR btwn BRADY AVE & MALKOWSKI ST (__5GN1JO),2022,397,348703.1506,5022818.213,45.343937,-75.939767,194
__3ZA5DG,TENNYSON ST btwn DEERLANE AVE & MAYO AVE (__3ZA5DG),2022,233,366755.2071,5020875.488,45.325094,-75.709673,195
__3ZA0GA,LEBRETON ST    S btwn DANIEL MCCANN ST & PLYMOUTH ST (__3ZA0GA),2022,611,367031.7049,5029511.56,45.402775,-75.705058,196
__3ZBOWD,BOLTON ST btwn DALHOUSIE ST & PARENT AVE (__3ZBOWD),2022,728,367668.2015,5032960.592,45.433752,-75.696488,197
__3ZABSS,GRADY CRES btwn JANSEN RD & MCCLELLAN RD (__3ZABSS),2022,162,360214.4492,5021227.541,45.328809,-75.793063,198
__3ZA14D,NORICE ST btwn DARLY PL & GLENRIDGE RD (__3ZA14D),2022,648,364850.2955,5023380.492,45.3478,-75.733666,199
__3ZA4I1,MAITLAND AVE btwn HENRY FARM DR & TERREBONNE DR (__3ZA4I1),2022,24361,363929.0306,5025138.397,45.363695,-75.745212,200
__3ZA8JP,HENDERSON AVE btwn LAURIER AVE E & OSGOODE ST (__3ZA8JP),2022,1148,368863.7075,5031986.081,45.424875,-75.681337,201
__3ZA7LS,JEANNE D'ARC BLVD btwn KINGLET WAY & MILLROAD WAY (__3ZA7LS),2022,4062,381957.686,5039108.318,45.487633,-75.512916,202
__3ZBN8P,JEANNE D'ARC BLVD  N btwn AVIGNON CRT & DECARIE DR (__3ZBN8P),2022,8226,380744.2471,5038502.819,45.482319,-75.528531,203
__3ZA75D,PLEASANT PARK RD btwn CORNISH ST & VALLEY DR (__3ZA75D),2022,5253,373260.1034,5028681.657,45.394727,-75.625621,204
__3ZA8JZ,PRINCE ALBERT ST btwn LOLA ST & NAUGHTON ST (__3ZA8JZ),2022,451,371239.561,5031985.098,45.424645,-75.65098,205
__3ZA8KT,EDITH AVE btwn GLYNN AVE & KING GEORGE ST (__3ZA8KT),2022,832,370920.7151,5032128.579,45.425966,-75.655035,206
__3ZA9JF,AYLMER AVE btwn BANK ST & GALT ST (__3ZA9JF),2022,2153,368630.838,5028704.286,45.395368,-75.684738,207
e___2IN5,CASA GRANDE CIR btwn CASA GRANDE CIR & CASA GRANDE CIR (e___2IN5),2022,209,384374.3602,5034273.769,45.443865,-75.482787,208
__3ZA18P,NORTH SERVICE RD btwn ROSSIGNOL CRES & TRIM RD (__3ZA18P),2022,2173,383614.8144,5039910.026,45.494661,-75.491591,209
__3ZAAED,ABINGDON DR btwn COSTELLO AVE & TRIMBLE CRES (__3ZAAED),2022,530,360367.6735,5021949.993,45.335298,-75.791027,210
__3ZABF1,HADLEY CIRC btwn TANGLEWOOD DR & WAREHAM ST (__3ZABF1),2022,488,357296.886,5020353.705,45.32117,-75.830373,211
__3ZAASU,DAVID DR btwn HOWDEN AVE & WOODROFFE AVE (__3ZAASU),2022,1485,363020.0329,5022926.255,45.343867,-75.757075,212
__3ZAAS3,SULLIVAN AVE btwn DAVID DR & HOWDEN AVE (__3ZAAS3),2022,418,363321.6901,5023041.004,45.344874,-75.753212,213
__3ZAAN9,NORMANDY CRES btwn APELDOORN AVE & CLAYMOR AVE (__3ZAAN9),2022,635,367072.5764,5025028.154,45.362431,-75.705102,214
e___2HP4,AXIS WAY btwn FERN CASEY ST & LYNN VALLEY TERR (e___2HP4),2022,1616,382300.7568,5033683.11,45.438784,-75.509383,215
e___2HV5,HEPATICA WAY btwn GENEVRIERS ST & MAGNOLIA ST (e___2HV5),2022,217,384341.7237,5034538.382,45.44625,-75.483161,216
e___2HV1,HEPATICA WAY btwn DES AUBEPINES DR & MAGNOLIA ST (e___2HV1),2022,230,384364.1338,5034378.108,45.444805,-75.482901,217
__3ZA3M4,NAVAN RD (__3ZA3M4),2022,3806,388091.3484,5032188.503,45.424671,-75.435633,218
__42HNW4,NAVAN RD btwn INNES RD & ORLEANS BLVD (__42HNW4),2022,13779,380115.0327,5033202.246,45.434696,-75.537391,219
__3ZA3XS,NAVAN RD btwn CANARY ST & MILTON RD (__3ZA3XS),2022,7025,386984.0298,5031762.903,45.420973,-75.449852,220
__3ZA3Y0,NAVAN RD btwn CANARY ST & TENTH LINE RD (__3ZA3Y0),2022,7507,386225.067,5031860.095,45.421936,-75.459532,221
__3ZA3Q3,BANK ST btwn JAMES ST & WAVERLEY ST (__3ZA3Q3),2022,8996,367841.206,5030686.57,45.413275,-75.694568,222
__3ZA3BB,SOMERSET ST    W btwn BAY ST & LYON ST N (__3ZA3BB),2022,6897,367307.4291,5030682.729,45.413289,-75.701388,223
__3ZA341,SOMERSET ST    W btwn ELGIN ST & METCALFE ST (__3ZA341),2022,3845,368087.7066,5031151.574,45.417437,-75.69136,224
__3ZA3B9,GLADSTONE AVE btwn BRONSON AVE & PERCY ST (__3ZA3B9),2022,6683,367229.4062,5030146.388,45.40847,-75.702453,225
__3ZA3QC,GLADSTONE AVE btwn ELGIN ST & METCALFE ST (__3ZA3QC),2022,2839,368307.7079,5030797.571,45.414232,-75.688595,226
__3ZA8XI,GENEST ST btwn MARIER AVE & ST. CHARLES ST (__3ZA8XI),2022,370,369681.2071,5033718.096,45.440384,-75.670663,227
__3ZA8XX,ALICE ST btwn DAGMAR AVE & VACHON AVE (__3ZA8XX),2022,527,369776.2071,5033696.095,45.440177,-75.669452,228
__3ZAAIZ,BAYSWATER AVE btwn LAUREL ST & SOMERSET ST W (__3ZAAIZ),2022,3431,365862.7663,5029801.66,45.405489,-75.719953,229
__3ZA42DB,MARCH RD btwn 280 S OF CARLING AVE/GATEWAY MALL SC & TERON RD (__3ZA42DB),2022,25148,351251.2435,5021876.196,45.335296,-75.907342,230
__3ZACT4,JOCK TR btwn MUNSTER RD & WOOD'S RD (__3ZACT4),2022,102,350854.2016,4999162.775,45.130938,-75.914509,231
__3ZABO9,MIDLAND CRES btwn HALLOWELL CRT & MOSS CRT (__3ZABO9),2022,307,361197.3394,5020477.115,45.321978,-75.780611,232
__3ZA0CV,BENJAMIN AVE btwn BLYTHDALE RD & FAIRLAWN AVE (__3ZA0CV),2022,230,362320.6496,5025188.296,45.364278,-75.765735,233
__49AYVZ,TAUVETTE ST (__49AYVZ),2022,645,377236.6095,5032740.859,45.430849,-75.574243,234
__3ZA5QH,GREENLAND RD btwn PINE VALLEY CRT & VENTURI BLVD (__3ZA5QH),2022,518,341458.8513,5036712.004,45.469373,-76.031172,235
__3ZA42C,MARCH RD btwn HERZBERG RD & TERON RD (__3ZA42C),2022,25319,351874.5493,5021668.568,45.333386,-75.899409,236
__3ZA3XQ,RIDEAU ST btwn CHARLOTTE ST & WURTEMBURG ST (__3ZA3XQ),2022,5109,369305.0789,5032892.034,45.432986,-75.675579,237
__3ZBPLT,RIDEAU ST btwn MONTREAL RD & RIDEAU PL (__3ZBPLT),2022,14984,369584.0832,5032940.663,45.433398,-75.672007,238
__3ZA1LA,RIDEAU ST btwn RIDEAU PL & WURTEMBURG ST (__3ZA1LA),2022,13839,369439.4871,5032965.945,45.433639,-75.673851,239
__3ZBOI9,MALVERN DR btwn THISTLEDOWN CRT & TRIPP CRES (__3ZBOI9),2022,5083,363138.7128,5016055.102,45.282031,-75.756369,240
__3ZA9P3,JEFFERSON ST btwn ARIZONA AVE & LORRAINE AVE (__3ZA9P3),2022,2354,371795.7279,5027176.537,45.381326,-75.644527,241
__3ZA6V9,9TH LINE RD btwn SPRINGHILL RD & VICTORIA ST (__3ZA6V9),2022,419,387888.0935,5010314.256,45.227889,-75.4419,242
__3ZAZ7M,DONWEL DR btwn BUSH DR & STEPHANIE ANNE DR (__3ZAZ7M),2022,226,378794.6966,5013199.255,45.254861,-75.557256,243
__8JUUSV,LOMBARDY DR btwn LOGAN FARM DR & REIDS LANE (__8JUUSV),2022,177,375007.1106,5001456.313,45.149589,-75.607161,244
__3ZAZFL,BLAIR RD btwn OR174 IC112 RAMP26 & OR174 IC112 RAMP52 (__3ZAZFL),2022,28212,374785.2682,5032811.245,45.431732,-75.605558,245
__3ZA2E1,BLAIR RD btwn MEADOWBROOK RD & OR174 IC112 RAMP15 (__3ZA2E1),2022,21748,375053.231,5032484.072,45.428761,-75.60218,246
__3ZBN93,BLAIR RD btwn BEAVERPOND DR & LAURA PRIV (__3ZBN93),2022,15831,375349.3494,5032003.417,45.424407,-75.598465,247
__3ZA9IT,WILLARD ST btwn BELMONT AVE & SUNNYSIDE AVE (__3ZA9IT),2022,306,368840.78,5028544.121,45.393908,-75.682077,248
__3ZA9IL,BELMONT AVE btwn BANK ST & WILLARD ST (__3ZA9IL),2022,952,368842.7135,5028447.05,45.393034,-75.682065,249
e___2JWG,DECOEUR DR btwn DE L'ESTURGEON ST & MOUNTAIN SORREL WAY (e___2JWG),2022,3513,,,,,250
__3ZA0IN,DAWSON AVE btwn IONA ST & WESLEY AVE (__3ZA0IN),2022,105,363907.2065,5028223.252,45.391454,-75.745121,251
__3ZA9I4,FAIRBAIRN ST btwn BELMONT AVE & SUNNYSIDE AVE (__3ZA9I4),2022,176,368907.2135,5028583.55,45.394256,-75.681224,252
__3ZA8HL,PRESLAND RD btwn FRANCES ST & NAUGHTON ST (__3ZA8HL),2022,759,371453.2176,5031917.576,45.424017,-75.648259,253
__3ZA9I7,BELLWOOD AVE btwn BELMONT AVE & SUNNYSIDE AVE (__3ZA9I7),2022,85,368999.4341,5028638.488,45.394742,-75.680039,254
__8IAYIU,TERRY FOX DR btwn HUNTSVILLE DR & OLD SECOND LINE RD (__8IAYIU),2022,12279,347872.377,5021267.622,45.330036,-75.950502,255
__51NOTD,TERRY FOX DR btwn RICHARDSON SIDE RD & TILLSONBURG ST (__51NOTD),2022,14221,348945.8188,5019411.451,45.313267,-75.936974,256
e___2JH1,LIVERY ST btwn BALIKUN HTS & GINSENG TERR (e___2JH1),2022,659,352620.3039,5014913.168,45.272549,-75.890547,257
e___2J44,ACONITUM WAY btwn BARRETT FARM DR & LAVATERA ST (e___2J44),2022,261,,,,,258
__3ZA5JH,RENSHAW AVE btwn KEARNSLEY WAY & STONEPATH CRES (__3ZA5JH),2022,1124,348834.3288,5013567.294,45.260686,-75.938915,259
__3ZAC9H,DONALD B. MUNRO DR btwn DIAMONDVIEW RD & VAUGHAN SIDE RD (__3ZAC9H),2022,1217,337699.5093,5021773.768,45.335141,-76.080246,260
__3ZACD8,DONALD B. MUNRO DR btwn JOHN SHAW RD & WILLIAM HODGINS LANE (__3ZACD8),2022,849,335801.3469,5022703.707,45.343595,-76.104405,261
__7JQ7ID,SPRUCE RIDGE RD btwn HAZELDEAN RD & RICHARDSON SIDE RD (__7JQ7ID),2022,800,344209.0047,5013237.762,45.257995,-75.997874,262
__3ZBPNH,CHARTWELL AVE btwn CRAIGMOHR CRT & MIDPARK WAY (__3ZBPNH),2022,408,362315.2814,5021711.666,45.332996,-75.766208,263
__4WKBR1,LLOYDALEX CRES btwn ECHO POND WAY & ECHOWOODS AVE (__4WKBR1),2022,569,348567.4963,5014751.31,45.271357,-75.94221,264
__3ZACQT,NEIL AVE btwn CARP RD & MCCOOEYE LANE (__3ZACQT),2022,253,349142.9725,5014444.425,45.268559,-75.934904,265
__4TYA7Z,FRIENDLY CRES (__4TYA7Z),2022,118,351835.3334,5012495.697,45.250849,-75.900779,266
__3ZA6F7,VINEYARD DR btwn BEAUJOLAIS CRES & BURGUNDY LANE (__3ZA6F7),2022,877,378771.6601,5036971.477,45.468753,-75.553991,267
__3ZA88E,PLEASANT PARK RD btwn DELMAR DR & DORVAL AVE (__3ZA88E),2022,3481,372000.4275,5028557.421,45.393731,-75.641725,268
__3ZA372,RIVERSIDE DR btwn HOG'S BACK RD & RIDGEWOOD AVE (__3ZA372),2022,25796,368218.2394,5025915.144,45.370309,-75.690365,269
__3ZA71F,MANOTICK STATION RD btwn HERBERTS CORNERS RD & SNAKE ISLAND RD (__3ZA71F),2022,1514,376365.6485,5006653.405,45.196215,-75.589141,270
__3ZA9QM,FEATHERSTON DR btwn WYNDALE CRES & WYNDALE CRES (__3ZA9QM),2022,1688,371615.0767,5027351.133,45.382914,-75.64681,271
__3ZA2KT,MCMASTER AVE btwn ASTER ST & VIRGINIA DR (__3ZA2KT),2022,187,371659.1988,5027813.585,45.387071,-75.646184,272
__3ZA9YO,BROOKFIELD RD btwn CLEMENTINE BLVD & FALCON AVE (__3ZA9YO),2022,805,369611.7189,5026382.032,45.374383,-75.672516,273
__3ZA9XG,KALADAR AVE btwn DARTMOUTH AVE & TRAVERSE DR (__3ZA9XG),2022,510,369755.3668,5026208.981,45.372813,-75.670705,274
__3ZBOFO,HERON RD btwn BAYCREST DR & FINN CRT (__3ZBOFO),2022,20216,370987.6011,5026962.356,45.379476,-75.654873,275
__3ZA0SL,KITCHENER AVE btwn COCHRANE ST & JASPER AVE (__3ZA0SL),2022,2334,370979.9222,5025760.451,45.368662,-75.655132,276
__3ZA9YH,HEATHERINGTON RD btwn ALBION RD N & BANNERHILL PRIV (__3ZA9YH),2022,2529,371476.1056,5026261.217,45.373121,-75.648731,277
__3ZA9QQ,RANDALL AVE btwn RALSTON ST & RIDGECREST PL (__3ZA9QQ),2022,892,370213.0218,5027341.87,45.382963,-75.664712,278
__3ZA0SC,NOTTING HILL AVE btwn HAMPSTEAD PL & VANCOUVER AVE (__3ZA0SC),2022,187,370843.2249,5025997.529,45.370808,-75.656846,279
__3ZA3JH,MACFARLANE RD btwn GREENSIDE AVE & O'DONNELL CRT (__3ZA3JH),2022,3549,367114.7096,5021365.492,45.329472,-75.705025,280
__3ZA3IW,MACFARLANE RD btwn BRISBANE RD & PINEGLEN CRES (__3ZA3IW),2022,3511,366669.3955,5021082.664,45.326966,-75.710741,281
__3ZA1VC,PIKE ST btwn CASTLEGREEN PRIV & HUNTERSFIELD DR (__3ZA1VC),2022,1921,373197.237,5025259.522,45.363942,-75.626898,282
__67PTNB,FINDLAY CREEK DR btwn BRADWELL WAY & GOLDEN SEDGE WAY (__67PTNB),2022,5503,374897.4292,5019861.661,45.315206,-75.605962,283
__3ZA08A,HIGHLAND AVE btwn BYRON AVE & KENWOOD AVE (__3ZA08A),2022,282,362800.4683,5027782.622,45.387582,-75.759306,284
__3ZA083,BROADVIEW AVE btwn BYRON AVE & KENWOOD AVE (__3ZA083),2022,1535,362734.7855,5027735.916,45.387167,-75.76015,285
__3ZA08J,DENBURY AVE btwn BYRON AVE & KENWOOD AVE (__3ZA08J),2022,384,362599.0995,5027635.241,45.386273,-75.761895,286
__3ZA07J,FRASER AVE btwn BYRON AVE & CROSSFIELD AVE (__3ZA07J),2022,744,362554.991,5027528.349,45.385314,-75.762471,287
__3ZAA3J,HEMMINGWOOD WAY btwn DRAFFIN CRT & NORTHGATE ST (__3ZAA3J),2022,1793,362039.1836,5023089.004,45.345412,-75.769571,288
__3ZA25N,WOODROFFE AVE btwn HWY417 IC127 RAMP35 & HWY417 IC127 RAMP63 (__3ZA25N),2022,25819,362131.1576,5024822.048,45.360998,-75.768197,289
e___2J6X,DUN SKIPPER DR btwn KELLY FARM DR & PINGWI PL (e___2J6X),2022,1669,,,,,290
__3ZABC2,LIARD ST btwn JOHN SIDNEY CRES N & SUNRAY CRES (__3ZABC2),2022,691,351358.4314,5012939.706,45.254876,-75.906813,291
__3ZACN9,LIARD ST btwn BASSWOOD AVE & STITTSVILLE MAIN ST (__3ZACN9),2022,662,350972.875,5012849.248,45.254088,-75.911733,292
__3ZA3SF,LEITRIM RD btwn BANK ST & FENTON RD (__3ZA3SF),2022,11463,374653.3685,5021143.95,45.326768,-75.608894,293
__8PNKGU,ROTARY WAY btwn FERNSIDE ST & SUNBURST ST (__8PNKGU),2022,1184,,,,,294
__3ZA9XV,TAPIOLA CRES btwn TAMMELA CRT & WHITE CLOVER PRIV (__3ZA9XV),2022,1374,372086.7321,5025234.522,45.363825,-75.641076,295
__3ZA3CM,LEES AVE btwn HWY417 IC118 RAMP45 & TRANSIT (__3ZA3CM),2022,7809,369621.2132,5030929.57,45.415299,-75.671797,296
__3ZA945,LYON ST    S btwn POWELL AVE & RENFREW AVE (__3ZA945),2022,970,367905.4281,5029827.712,45.405542,-75.693858,297
__3ZA056,CLEARVIEW AVE btwn ISLAND PARK DR & REMIC AVE (__3ZA056),2022,1689,363549.1133,5029317.931,45.401334,-75.749564,298
__3ZA4Z2,CARLING AVE btwn BAYFIELD AVE & BURKE RD (__3ZA4Z2),2022,9007,352593.229,5022509.097,45.340901,-75.890159,299
__3ZA4Z6A,CARLING AVE btwn BURKE RD & DEFENSE  RESEARCH COMPLEX (__3ZA4Z6A),2022,8902,353093.5817,5022820.363,45.343668,-75.883745,300
__3ZA933,GLEBE AVE btwn BANK ST & LYON ST S (__3ZA933),2022,1427,368124.6638,5029719.466,45.404548,-75.691072,301
__3ZA10N,BURMA RD btwn DRAYTON PRIV & PROVENDER AVE (__3ZA10N),2022,1586,373185.217,5034723.596,45.449097,-75.625739,302
__3ZA4GE,CRICHTON ST btwn ELECTRIC ST & THE MEWS LANE (__3ZA4GE),2022,3512,368848.1256,5033586.151,45.439273,-75.681328,303
__3ZBON0,HINTON AVE   S btwn KENILWORTH ST & SHERWOOD DR (__3ZBON0),2022,160,365260.6985,5028605.553,45.394779,-75.72779,304
__3ZA097,BUELL ST btwn HILSON AVE & PARKVIEW RD (__3ZA097),2022,417,364251.6946,5027908.047,45.388589,-75.74076,305
__3ZA8RV,LONDON TER btwn GEORGETON PRIV & HEMLOCK RD (__3ZA8RV),2022,1067,371234.8762,5034910.606,45.450967,-75.650645,306
__3ZA0JH,WESLEY AVE btwn BEVAN AVE & TWEEDSMUIR AVE (__3ZA0JH),2022,562,363706.2591,5028267.407,45.391869,-75.747682,307
__3ZAA7C,BREN-MAUR RD btwn EISENHOWER CRES & NEWLAND DR (__3ZAA7C),2022,474,366092.198,5014369.431,45.266612,-75.718934,308
e___2MQM,POPLIN ST btwn SPRATT RD & STOCKHOLM PRIV (e___2MQM),2022,1068,368399.3485,5014870.399,45.270914,-75.689472,309
