Geo_ID,Midblock,Year,All_Motorized_Vehicles_AADT_24_,X,Y,Lat,Long,FID
__3Z0BKQ,PRESTONE DR btwn RIVER RIDGE CRES & RIVER RIDGE CRES (__3Z0BKQ),2023,2176,382665.7471,5038256.0849,45.4798870786129,-75.5039942261071,1
__3Z0BF5,RAMSAYVILLE RD btwn LEITRIM RD & PIPERVILLE RD (__3Z0BF5),2023,4725,379160.013100859,5022827.18529629,45.341448291548,-75.5511573510558,2
__3Z0CHT,PARKWAY RD btwn GOOD ST & KESWICK DR (__3Z0CHT),2023,3275,378237.76545,5013897.9419,45.2612061194093,-75.5642473146037,3
__3Z09JE,TENTH LINE RD btwn WALL RD & NAVAN RD (__3Z09JE),2023,4845,385455.742921417,5032570.22194728,45.4284157214017,-75.4692455551563,4
__3Z00FS,OAKLAND AVE btwn WILTON LANE & MONK ST (__3Z00FS),2023,257,368450.623792766,5028986.88542893,45.3979275356449,-75.687001307379,5
__3Z0AD6,FRANK KENNY RD btwn MCFADDEN RD & RUSSELL RD (__3Z0AD6),2023,5351,391840.24916324,5028058.74573753,45.3870520762713,-75.3884588747775,6
__4CZRM2,WATERBRIDGE DR btwn CRESTWAY DR & OLDFIELD ST (__4CZRM2),2023,865,366561.034959118,5016112.95145453,45.2822589638958,-75.7127438482098,7
__3Z09XI,CHURCHILL AVE btwn IRENE CRES & CURRELL AVE (__3Z09XI),2023,9084,363684.584342315,5027245.66916452,45.382677525082,-75.748080977346,8
__3Z06ET,MAIN ST btwn TORONTO ST & RIDEAU RIVER DR (__3Z06ET),2023,14047,369530.598584342,5029301.59202472,45.4006545564916,-75.6731647787499,9
__3Z0GCG,MALCOLM PL btwn NORICE ST & FIELDROW ST (__3Z0GCG),2023,852,364265.6951,5022997.0045,45.3443989362335,-75.7411721128264,10
__3Z0E3F,KILBORN AVE btwn MCQUAIG ST & OLD LILAC LANE (__3Z0E3F),2023,4055,370139.22,5027722.543,45.3863953708485,-75.6656041691705,11
__3Z08JV,COLONEL BY DR btwn UNIVERSITY RD & BRONSON AVE SB ON RAMP 43 (__3Z08JV),2023,9119,367495.121438568,5027672.00070287,45.3863329571299,-75.6994185071661,12
__3Z0GLP,HINTON AVE btwn ARMSTRONG ST & WELLINGTON ST (__3Z0GLP),2023,639,364972.697,5029266.55905,45.400751008106,-75.7313872455613,13
__3Z094T,DUNROBIN RD btwn KINBURN SIDE RD & VANCES SIDE RD (__3Z094T),2023,2707,339063.574990614,5034776.25019842,45.4519838011941,-76.0618162552299,14
__3Z0GR9,CENTREPOINTE DR btwn PINETRAIL CRES & KENTSDALE DR (__3Z0GR9),2023,3697,362660.30795,5022459.9385,45.3397007105028,-75.7617191622998,15
__3Z0EDN,SECOND AVE btwn PERCY ST & LYON ST (__3Z0EDN),2023,932,367969.20845,5029428.0585,45.4019401574193,-75.6930944826391,16
__3Z0EGV,CLEGG ST btwn DRUMMOND ST & GLENORA ST (__3Z0EGV),2023,3119,369171.026,5029856.48755,45.4056855507924,-75.6776884735261,17
__3Z0GIP,LANARK AVE btwn BEECHGROVE AVE & CHURCHILL AVE (__3Z0GIP),2023,1020,363076.06237068,5028870.22712697,45.3973456681442,-75.7556572861304,18
__3Z06M3,PIETY HILL WAY btwn SARA CRT & NARBONNE CRT (__3Z06M3),2023,190,357703.687667464,5013972.32272716,45.2637538308712,-75.825871213701,19
__3Z0F6U,WOODWARD AVE btwn KENZIE ST & MERIVALE RD (__3Z0F6U),2023,345,364737.368941415,5027000.7574473,45.3803864441855,-75.7346623269801,20
__3Z0F4J,BROADVIEW AVE btwn TILLBURY AVE & WELLESLEY AVE (__3Z0F4J),2023,4260,363106.1901,5026817.037,45.3788685200537,-75.7555163377737,21
__33D5WA,GOLFLINKS DR btwn BENTGRASS GR & BRACEWOOD WAY (__33D5WA),2023,2029,365711.4985,5013374.45905,45.257691965982,-75.7239064552875,22
__3Z0EVJ,HOLMWOOD AVE btwn GORDON ST & TORRINGTON PL (__3Z0EVJ),2023,1180,367872.209,5028833.554,45.3965997396436,-75.6944094433455,23
__3ZAIFZ,OLD COLONY RD btwn COURTNEY RD & ROTHESAY DR (__3ZAIFZ),2023,570,353709.238947626,5016917.90248093,45.2903299897011,-75.8763324918221,24
__3Z0CLA,RENAUD RD btwn SADDLERIDGE DR & PAGE RD (__3Z0CLA),2023,8659,381603.64995,5032605.84795,45.4291685067546,-75.5184601971821,25
__3Z08IA,COLONEL BY DR btwn ROSEDALE AVE & ECHO DR (__3Z08IA),2023,10468,368397.106360508,5028742.64122879,45.3957740987929,-75.6876031727894,26
__3Z0C9D,TAWNEY RD btwn BALHARRIE AVE & MAYWOOD ST (__3Z0C9D),2023,838,373736.23395,5028907.5152,45.3967124337541,-75.6195092926907,27
__3Z0C8B,TAWNEY RD btwn DWIGHT CRES & DWIGHT CRES (__3Z0C8B),2023,443,373934.916274274,5028799.59073259,45.395711406175,-75.6169813369284,28
__3Z07HA,BLOOMINGTON ST btwn ST. BERNARD ST & VICTORIA HEIGHTS CRES (__3Z07HA),2023,87,373251.707512229,5023800.11329898,45.3508110038221,-75.626408213686,29
__3Z0G5N,POPLAR ST btwn ROCHESTER ST & BOOTH ST (__3Z0G5N),2023,435,366624.3954,5030033.62095,45.4075089106395,-75.7101951731363,30
__3Z0BA7,AMIENS ST btwn MARIETTE ST & QUEENSWOOD CRES (__3Z0BA7),2023,2841,382534.749,5037409.5789,45.4722855636453,-75.5058035592028,31
__3Z0G5X,INVERNESS AVE btwn GOODWIN AVE & NORMANDY CRES (__3Z0G5X),2023,940,366483.223526338,5024633.96568564,45.3589373364014,-75.7126712841037,32
__3Z0C78,JOLIFFE ST btwn TUPPER AVE & MELFORT ST (__3Z0C78),2023,323,374213.184825201,5028614.03549811,45.3940259122623,-75.6134563508391,33
__3ZAH7F,TOMPKINS ST btwn SHELDON AVE & TOBIN AVE (__3ZAH7F),2023,235,361172.1789,5023160.5041,45.3461255322619,-75.780625905612,34
__3ZAH1V,LOCKHART AVE btwn PRINCE CHARLES RD & NEEPAWA AVE (__3ZAH1V),2023,661,361833.6841,5026485.03345,45.3759859297898,-75.7718013624614,35
__3ZAI6C,KAKULU RD btwn VANSTONE DR & BARROW CRES (__3ZAI6C),2023,2482,352890.54524684,5019077.85122677,45.3100350164421,-75.8866294883139,36
__3Z0B6Y,FORTUNE DR btwn STE. THERESE LANE & ST. DUNSTANS PL (__3Z0B6Y),2023,1662,379875.574559978,5037403.70489155,45.4724817311574,-75.5398576773236,37
__3Z0A6S,QUEEN VICTORIA ST btwn CRICHTON ST & AVON LANE (__3Z0A6S),2023,268,368327.2019,5033819.0989,45.4414168385752,-75.6879558355499,38
__3Z09R5,RIVERSIDE DR btwn BAYPORT PRIV & MOONEY'S BAY PL (__3Z09R5),2023,26925,368338.317660924,5025381.93111997,45.3655041284523,-75.6889018956183,39
__3Z0F6I,SHILLINGTON AVE btwn PANET ST & SILVER ST (__3Z0F6I),2023,2606,365005.9626,5026906.56605,45.3795134065201,-75.7312502891346,40
__3Z0D7B,BESSERER ST btwn CUMBERLAND ST & KING EDWARD AVE (__3Z0D7B),2023,1877,368484.24339288,5032298.94452142,45.4277254631579,-75.6861436048836,41
__54PK4I,SHORELINE DR btwn WILD SHORE CRES & SUGAR MAPLE DR (__54PK4I),2023,520,367868.166151817,5015205.43877067,45.2740010300665,-75.6961831715694,42
__3Z07MP,BAYVIEW DR btwn RITCHIE AVE & SPINNAKER WAY (__3Z07MP),2023,566,335780.674363775,5040028.92367418,45.4994945700807,-76.103579109383,43
__3Z08J0,QUEEN ELIZABETH DRWY EB btwn TORRINGTON PL & QUEEN ELIZABETH DRWY SPLIT (__3Z08J0),2023,7394,367869.090811423,5028570.32989623,45.3942315652574,-75.6944808192776,44
__3Z0EMG,RIVIERA DR btwn APPLE TREE LANE & CHELSEA DR (__3Z0EMG),2023,303,371499.417212129,5034490.79881228,45.4471645226815,-75.647321759493,45
__3Z0D2H,MORIN ST btwn ST. LAURENT BLVD & COTE ST (__3Z0D2H),2023,589,371588.467291158,5033475.00928607,45.4381187197125,-75.6463777291269,46
__3ZAH03,FOXFIELD DR btwn FALK AVE & HENFIELD AVE (__3ZAH03),2023,2669,363511.055616114,5016280.17765933,45.2840232037338,-75.7516023888211,47
__3ZAH9O,COBDEN RD btwn BADGER CRES & BADGER CRES (__3ZAH9O),2023,2337,361491.57375,5023561.43625,45.3497073610851,-75.7765044246267,48
__3Z07MK,FOXVIEW PL btwn BRUNEL ST & MONTREAL RD (__3Z07MK),2023,263,372826.456366435,5034626.82822334,45.4483464840173,-75.6303892135456,49
__3Z07AA,GEORGE-ETIENNE CARTIER PKWY btwn AVIATION PKWY RAMPS & BIRCH AVE EXT/GEORGE-ETIENNE CARTIER PKWY  RAMP (__3Z07AA),2023,10584,370757.759950531,5035875.63967588,45.4596778523502,-75.6567690848134,50
__8XJQEH,GEORGE-ETIENNE CARTIER PKWY btwn ACACIA AVE & HILLSDALE RD (__8XJQEH),2023,11124,369046.801756246,5035499.50307219,45.4564688770683,-75.6784599711895,51
__3ATF8M,DEN HAAG DR btwn BOREALIS CRES & DES PIONNIERS PRIV (__3ATF8M),2023,1890,372820.976350266,5033704.41930509,45.4399625861234,-75.6305350207168,52
__8JUUWZ,GEORGE-ETIENNE CARTIER PKWY btwn HILLSDALE RD & BIRCH AVE EXT/GEORGE-ETIENNE PKWY (__8JUUWZ),2023,10584,369771.682881547,5035610.96816222,45.4574077262848,-75.6692534595142,53
__3Z0E7R,LISGAR ST btwn ELGIN ST & CARTIER ST (__3Z0E7R),2023,1352,368153.706,5031393.0759,45.4196040849049,-75.6904854622597,54
__3Z00FT,WILTON CRES btwn OAKLAND AVE & MONK ST (__3Z00FT),2023,554,368459.133037249,5028902.08069913,45.3971635450317,-75.6869077862701,55
e___2HQ9,QUEEN ELIZABETH DRWY btwn FIFTH AVE & PRINCESS PATRICIA WAY (e___2HQ9),2023,7746,368897.592155361,5029535.19203232,45.4028049407576,-75.6812106162694,56
__3Z0EH3,CORONATION AVE btwn CHOMLEY CRES & WEYBURN ST (__3Z0EH3),2023,2491,371775.565600445,5030402.27141269,45.4103531484597,-75.6443538292795,57
__3Z0AWO,HOLITMAN DR btwn THARE CRES & FOXFIELD DR (__3Z0AWO),2023,744,363814.1879,5017006.45155,45.2905343944071,-75.7476468807178,58
__3Z07FJ,STEEPLE CHASE DR btwn CLYDESDALE AVE & SPRINGWATER DR (__3Z07FJ),2023,3407,354943.719271186,5017543.81205696,45.2960570095057,-75.8606726902919,59
__3Z08GF,LAURIER AVE btwn BLACKBURN AVE & GOULBURN AVE (__3Z08GF),2023,5680,369221.314,5032326.871,45.4279085370683,-75.6767231797251,60
__3Z0D6D,CRICHTON ST btwn UNION ST & QUEEN VICTORIA ST (__3Z0D6D),2023,2010,368248.7015,5033820.5989,45.4414374608647,-75.6889589865498,61
__3Z08QL,BANK ST btwn MASON ST & MEADOW DR (__3Z08QL),2023,10771,378105.986157882,5015080.08628551,45.2718177783571,-75.5657331232824,62
__3Z0DQQ,LOLA ST btwn COLUMBUS AVE & GLYNN AVE (__3Z0DQQ),2023,3140,371110.7159,5032226.0789,45.4268250790298,-75.6525936233652,63
__3Z0GV1,IROQUOIS RD btwn CARLING AVE & LENESTER AVE (__3Z0GV1),2023,752,362257.116240831,5025861.04409531,45.3703222841131,-75.7664609139931,64
__3Z0D5M,MACKAY ST btwn IVY CRES & VAUGHAN ST (__3Z0D5M),2023,3380,369028.7045,5033647.5959,45.4398096245116,-75.6790120977499,65
__37ZO6N,CALAVERAS AVE btwn PLUMAS GT & PALMADEO DR (__37ZO6N),2023,526,364922.82143957,5015834.37118865,45.2798968245055,-75.7336495614791,66
__3ZAH7L,MORRISON DR btwn CONSUL AVE & HICKSON CRES (__3ZAH7L),2023,1548,359861.527831295,5022904.22244352,45.3439103848565,-75.7973749898592,67
__3Z00NR,KNOXDALE RD btwn SKIPTON RD & CREMONA CRES (__3Z00NR),2023,4385,362230.183,5021147.48655,45.3279266531005,-75.7673592614349,68
__3Z0DPX,QUEEN MARY ST btwn ISIDORE ST & BERNARD ST (__3Z0DPX),2023,1708,371795.2185,5032117.57645,45.4257835849598,-75.643861873025,69
__3Z0897,MAIN ST btwn ELLIOT AVE & CENTENNIAL BLVD (__3Z0897),2023,16100,369465.230814503,5029452.84327184,45.402026150919,-75.6739831812472,70
__3Z0CCX,NASKAPI DR btwn LUDGATE CRT & MARQUIS AVE (__3Z0CCX),2023,1319,375013.7241,5034750.59045,45.4491582794475,-75.6023616838638,71
__3Z0AE3,FAUBERT ST btwn SPARKLE ST & OLD MONTREAL RD (__3Z0AE3),2023,1208,390296.2789,5042571.57645,45.5178199853642,-75.405654819951,72
__3Z0GXP,SHERBOURNE RD btwn COURTENAY AVE & WINDERMERE AVE (__3Z0GXP),2023,2464,362543.431483547,5026621.31906029,45.3771488623903,-75.762744717112,73
__3ZAHCV,RIDGEFIELD CRES btwn ELMSLEY CRES & CHERRYWOOD DR (__3ZAHCV),2023,908,358243.778484057,5019989.80977799,45.317831191122,-75.8183372940755,74
__3Z05Z9,ASHPARK CRES btwn ASHPARK CRES & END (__3Z05Z9),2023,129,372335.647318402,5024952.00442887,45.3612628453985,-75.6379403969809,75
__3Z05GN,FALCONCREST CRT btwn ROSSIGNOL CRES & END (__3Z05GN),2023,95,383134.068312133,5039403.28832108,45.4900972409418,-75.4978047869697,76
__3Z0FVS,LEDBURY AVE btwn BANFF AVE & END (__3Z0FVS),2023,301,370924.948944009,5025434.81187547,45.3657424751043,-75.6558650390618,77
__3Z0EC4,CLAREY AVE btwn BANK ST & END (__3Z0EC4),2023,261,368553.261352611,5029322.73828169,45.4009378043645,-75.6856526841542,78
__3ZAH64,ROCKWAY CRES btwn ROCKWAY CRES & END (__3ZAH64),2023,464,361284.856797242,5022697.39179896,45.3417359689828,-75.7790669788216,79
e___2LNW,ZINNIA WAY btwn HYDRANGEA AVE & NUMA WAY (e___2LNW),2023,160,368065.818685946,5013270.68771355,45.2565552786459,-75.6938741828625,80
__3ZAIO6,REGINA ST btwn LINCOLN HEIGHTS RD & ASSALY RD (__3ZAIO6),2023,551,360586.007091799,5025525.37621843,45.367441682263,-75.7878567608578,81
__3Z00VU,BLOHM DR btwn JOHNSTON RD & SAI CRES (__3Z00VU),2023,3242,374679.365981536,5026518.15037186,45.3751287646363,-75.6077713489744,82
__3Z08JN,GEORGE-ETIENNE CARTIER PKWY btwn GL/OO BOUNDARY & ST. JOSEPH BLVD (__3Z08JN),2023,5566,376452.559535553,5036762.85899807,45.4662116851928,-75.5866799377606,83
__3ZAHOI,AERO DR btwn FAIRFIELD ST & INKSTER ST (__3ZAHOI),2023,380,358153.911808022,5023010.97703103,45.3449961098119,-75.8193253483285,84
__3Z08TC,BEARBROOK RD btwn Continuation of BEARBROOK RD & WESTPARK DR (__3Z08TC),2023,7721,377006.34523729,5034405.78241164,45.4453862255403,-75.5766808887337,85
__3ZAH4H,ASHGROVE CRES btwn LINDHURST CRES & MOORCROFT RD (__3ZAH4H),2023,743,361457.67945,5022065.99455,45.3362541658817,-75.7771082206859,86
__4V3I7S,AQUAVIEW DR btwn LAVOIE ST & SCHUBERT CIR (__4V3I7S),2023,1474,385287.141134017,5035836.22530079,45.4578150679336,-75.4708757609526,87
__3Z0EWI,MADAWASKA DR btwn DOW'S LAKE RD & BRONSON AVE (__3Z0EWI),2023,612,367480.876141029,5028998.18239191,45.3981298226529,-75.6994352947482,88
__3Z0085,RIDEAU TERR btwn NOEL ST & DURHAM PRIV (__3Z0085),2023,900,368995.896110706,5034113.12929717,45.4440013385179,-75.6793708356942,89
__3Z0AJ3,KNUDSON DR btwn SHERK CRES & MORENZ TERR (__3Z0AJ3),2023,2451,351585.423396426,5020039.22754473,45.3187440782634,-75.9032505049239,90
__3Z0EW4,FOURTH AVE btwn BRONSON AVE & CHRYSLER ST (__3Z0EW4),2023,733,367674.195081599,5029064.68207539,45.3986983283441,-75.6969059924845,91
__3Z0GR6,CENTREPOINTE DR btwn MAPLE VIEW CRES & PINETRAIL CRES (__3Z0GR6),2023,3168,362609.184268516,5022331.1318945,45.3385407944578,-75.7623952244312,92
__3Z00U5,ASHPARK CRES btwn ASHPARK CRES & CAHILL DR S/ROSEGARDEN CRES (__3Z00U5),2023,250,372362.087099696,5024842.27399221,45.3602342911207,-75.6376982055728,93
__3Z0C1K,MARCHAND ST btwn PARISIEN ST & KENASTON ST (__3Z0C1K),2023,843,373171.72545,5031320.56695,45.4184792997894,-75.6263840233821,94
__3Z0EFT,PERCY ST btwn GLENDALE AVE & RENFREW AVE (__3Z0EFT),2023,807,367604.2071,5029748.5619,45.4048568043422,-75.6977156465045,95
__3Z07N5,WINCANTON DR btwn LAWLER CRES & LAWLER CRES (__3Z07N5),2023,131,382889.372450523,5039380.44740655,45.489978016661,-75.5009588989641,96
__3Z0AIW,CENTREPOINTE DR btwn PALISADE ST & DALECROFT CRES (__3Z0AIW),2023,2632,362194.432923854,5022257.59951857,45.3379169239352,-75.7676811701964,97
__3EX1OY,SCOUT ST btwn JENSCOTT PRIV & NIKI WAY (__3EX1OY),2023,418,364409.673249971,5025244.44582273,45.3646080632481,-75.7390659726463,98
__3Z0AKL,CHARLEMAGNE BLVD btwn ORCHARDVIEW AVE & BOTTRIELL WAY (__3Z0AKL),2023,6179,384294.886486709,5037102.99772272,45.4693011617466,-75.483439195428,99
__3Z08UP,JEANNE D'ARC BLVD btwn WOODCLIFFE PRIV & HENRI LAUZON ST (__3Z08UP),2023,17907,380332.915385986,5036199.25106268,45.461637469452,-75.5341446661665,100
__51MDZT,VALIN ST btwn WINSOME TERR & PROVENCE AVE (__51MDZT),2023,3633,385963.465878836,5037390.38475189,45.4717169924523,-75.4619356400429,101
__3Z0EKZ,MACKAY ST btwn THOMAS ST & CHARLES ST (__3Z0EKZ),2023,1615,368064.7,5034030.1015,45.4433391648682,-75.6912838372955,102
__3Z08XX,WALKLEY RD btwn HARDING RD & HALIFAX DR (__3Z08XX),2023,26742,373397.668355361,5027748.02333499,45.3863120398628,-75.6239968797572,103
__8OJCMX,CAMBRIAN RD btwn REGATTA AVE & GREENBANK RD (__8OJCMX),2023,11668,364552.2171,5012729.1247,45.2519846412888,-75.7387535102889,104
__3Z09CP,KIRKWOOD AVE btwn IONA ST & CLARE ST (__3Z09CP),2023,8542,364031.536932842,5028055.68861099,45.3899355463439,-75.74355309119,105
__3Z05XX,CENTRAL PARK DR btwn STATEN WAY & CEDAR PARK ST (__3Z05XX),2023,1541,364518.407319377,5025622.48386025,45.3680267056665,-75.7376124079801,106
__3Z0ERG,BELMONT AVE btwn WILLARD ST & FAIRBAIRN ST (__3Z0ERG),2023,1058,368910.214,5028486.0499,45.3933787367684,-75.6811980199854,107
__3Z08XA,MARCH RD btwn KLONDIKE RD & MORGAN'S GRANT WAY (__3Z08XA),2023,16566,349545.161463384,5023747.34325963,45.3522424636873,-75.928936549779,108
__3ZAHXZ,JOCKVALE RD btwn WEYBRIDGE DR & TARTAN DR (__3ZAHXZ),2023,11385,362925.882378851,5014966.58873837,45.2722586182675,-75.7592257612604,109
__3Z089D,MAIN ST btwn MASON TERR & RIVERDALE AVE (__3Z089D),2023,13388,369410.518034057,5029588.61301187,45.4032552494213,-75.674665552701,110
__3Z0EDV,RIVERDALE AVE btwn GLENVIEW AVE & MAIN ST (__3Z0EDV),2023,4768,369370.878341679,5029478.60857815,45.4022979595515,-75.675153088918,111
__3Z061K,MELFORT ST btwn JOLIFFE ST & HOWLAND AVE (__3Z061K),2023,310,374340.931760716,5028593.84280888,45.3938958303722,-75.6118811545536,112
__3ZAJXU,OLD SECOND LINE RD btwn THOMAS A. DOLAN PKWY & MURPHY SIDE RD (__3ZAJXU),2023,986,342527.527576661,5028954.60178836,45.3994214251319,-76.0179736020649,113
__68NB4A,RENAUD RD btwn PERCIFOR WAY & SADDLERIDGE DR (__68NB4A),2023,7018,381276.832783795,5032403.18193373,45.4273814481354,-75.5226663871202,114
__3ZAHFR,MCCLELLAN RD btwn RIVERBROOK RD & CAMWOOD CRES (__3ZAHFR),2023,2680,360772.425703982,5020849.78016978,45.3253653166135,-75.7859866295975,115
__3Z0C6L,FOLEY AVE btwn DAKOTA AVE & ST. LAURENT BLVD (__3Z0C6L),2023,783,373772.7368101,5028176.79940142,45.3901312930388,-75.6191562611325,116
__4CZRVF,CRESTWAY DR btwn WATERBRIDGE DR & OLDFIELD ST (__4CZRVF),2023,3461,366556.815317827,5016263.87658068,45.283670933093,-75.7127142089836,117
__3Z0DAA,PLAYFAIR DR btwn BEATTIE AVE & DELMAR DR (__3Z0DAA),2023,713,371944.22655,5028243.0449,45.3909079266155,-75.6424855906402,118
__3Z07N0,LAWLER CRES btwn WINCANTON DR & WINCANTON DR (__3Z07N0),2023,123,382908.71136208,5039294.21818664,45.4892005587121,-75.5007170385234,119
__3Z0BAF,MERKLEY DR btwn WILKIE DR W & APOLLO WAY (__3Z0BAF),2023,2323,384020.201562985,5037588.5928559,45.473746712563,-75.4867227990581,120
__3Z08ZH,HAWTHORNE AVE btwn COLONEL BY DR & MAIN ST (__3Z08ZH),2023,8983,368869.494636837,5030581.12939958,45.4122344531178,-75.6814427949558,121
__3Z0DXU,BIRCH AVE btwn POND ST & FARNHAM CRES (__3Z0DXU),2023,1130,370262.552378263,5035092.24566087,45.4527070711117,-75.6630429886236,122
__3Z09NL,BAYVIEW RD btwn O'MEARA ST & ARMSTRONG ST (__3Z09NL),2023,4447,365651.48245,5030024.07505,45.407508282221,-75.722624128623,123
__3Z0FG7,REID AVE btwn ORRIN AVE & KENILWORTH ST (__3Z0FG7),2023,318,365722.159312101,5028755.45971065,45.3960817037689,-75.7218741995889,124
__3Z0FN8,VAN VLIET RD btwn BRANDYWINE CRT & HEENAN TERR (__3Z0FN8),2023,548,369399.200955011,5010045.91304749,45.2274298120315,-75.6773705937886,125
__3Z08UB,ANDERSON RD btwn PIPERVILLE RD & THUNDER RD (__3Z08UB),2023,2486,381667.273011302,5022039.38389026,45.3340947494868,-75.519293973237,126
__3Z0FRR,PLANTE DR btwn AVOCADO ST & MINA LANE (__3Z0FRR),2023,496,370348.674782716,5024454.47128957,45.3570118658778,-75.6634406040794,127
__3Z0EAI,ALTA VISTA DR btwn AYERS AVE & RIDGEMONT AVE (__3Z0EAI),2023,7188,370527.452066033,5026519.09963761,45.3754676595818,-75.6608241716784,128
__3Z0AIT,CENTREPOINTE DR btwn DALECROFT CRES & ARBORDALE CRES (__3Z0AIT),2023,2966,362487.381897863,5022270.84549893,45.338013118034,-75.7639486268724,129
__49MBX6,VALIN ST btwn JERSEY ST & LIBERTY WAY (__49MBX6),2023,4496,385603.5915,5037593.0734,45.4735881329309,-75.4665304206569,130
__6XCRDH,ALBION RD btwn ALADDIN LANE & MAPLE KEY PRIV (__6XCRDH),2023,6281,372605.760370865,5022541.90881422,45.3395475951038,-75.6348203300047,131
__8IAYQ6,ROB LYTLE'S LANE btwn COUNTRY MEADOW DR & MARCH RD (__8IAYQ6),2023,265,338974.064409846,5019099.09412589,45.3110133127931,-76.0641706176555,132
__3ZAIVK,PIETY HILL WAY btwn DANBY CRT & GOODFELLOW CRT (__3ZAIVK),2023,194,358001.1449,5013932.9189,45.2633423762466,-75.8220794153187,133
__3Z0DZD,LACASSE AVE btwn LEVIS AVE & PATTON ST (__3Z0DZD),2023,832,370755.195668611,5033266.62198937,45.4362310047282,-75.6570039454934,134
__3Z0EL8,LISGAR RD btwn PRINCESS AVE & MAPLE LANE (__3Z0EL8),2023,2117,368758.717762023,5034284.12296634,45.4455713783645,-75.6823897285063,135
__67PTM7,WHITE ALDER AVE btwn WIDGEON WAY & FLAT SEDGE CRES (__67PTM7),2023,885,375200.487178946,5020639.01168052,45.322169743177,-75.6019864721624,136
__3Z0G9X,FARLANE BLVD btwn ELEANOR DR & WALLFORD WAY (__3Z0G9X),2023,1128,365562.7015,5025191.52355,45.3640337147503,-75.7243531174484,137
__3Z0GA5,DYNES RD btwn ARNOT RD & CLAYMOR AVE (__3Z0GA5),2023,2278,366671.136,5025623.0271,45.3678193326832,-75.7101510437363,138
__3Z0G9T,CLINE CRES btwn WHITMORE AVE & SHERMAN DR (__3Z0G9T),2023,122,363029.629760241,5025081.36092145,45.3632618722166,-75.7566847451445,139
